id,release_date,original_title,title,collection,collection_id,budget,revenue,runtime,popularity,vote_average,vote_count,adult,belongs_to_collection,genres,production_companies,spoken_languages,status,tagline,overview,imdb_id,production_countries,original_language
49013,2011-06-11,Cars 2,Cars 2,Cars Collection,87118,200000000,559852396,106,67.872,6.134,7764,False,"{'id': 87118, 'name': 'Cars Collection', 'poster_path': '/ooYvY9DMEdUHH2dOPHbZmyfMENy.jpg', 'backdrop_path': '/A8DqaTGwZ8iCEjWMNRsZumzfKLw.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,Take a trip. See the sights. Save the world.,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,tt1216475,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
920,2006-06-08,Cars,Cars,Cars Collection,87118,120000000,461983149,117,53.424,7.0,13942,False,"{'id': 87118, 'name': 'Cars Collection', 'poster_path': '/ooYvY9DMEdUHH2dOPHbZmyfMENy.jpg', 'backdrop_path': '/A8DqaTGwZ8iCEjWMNRsZumzfKLw.jpg'}","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Yiddish', 'iso_639_1': 'yi', 'name': ''}]",Released,Ahhh... it's got that new movie smell.,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",tt0317219,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
260514,2017-06-15,Cars 3,Cars 3,Cars Collection,87118,175000000,383925276,102,63.006,6.9,5817,False,"{'id': 87118, 'name': 'Cars Collection', 'poster_path': '/ooYvY9DMEdUHH2dOPHbZmyfMENy.jpg', 'backdrop_path': '/A8DqaTGwZ8iCEjWMNRsZumzfKLw.jpg'}","[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It's not over until lightning strikes.,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!",tt3606752,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
433,1964-12-17,Mary Poppins,Mary Poppins,Mary Poppins Collection,527439,4650000,103100000,139,40.737,7.6,4663,False,"{'id': 527439, 'name': 'Mary Poppins Collection', 'poster_path': '/zhRdMHwitG9vOuRjrzZA4KdLEix.jpg', 'backdrop_path': '/7f3qwby0wlw4y1vG7yQqhme5iTK.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 3166, 'logo_path': '/vyyv4Gy9nPqAZKElPm2izLlEaVS.png', 'name': 'Walt Disney Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The fairest of them all...the funniest of them all!,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",tt0058331,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
400650,2018-12-13,Mary Poppins Returns,Mary Poppins Returns,Mary Poppins Collection,527439,130000000,348807090,131,21.508,6.511,3298,False,"{'id': 527439, 'name': 'Mary Poppins Collection', 'poster_path': '/zhRdMHwitG9vOuRjrzZA4KdLEix.jpg', 'backdrop_path': '/7f3qwby0wlw4y1vG7yQqhme5iTK.jpg'}","[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}, {'id': 17021, 'logo_path': None, 'name': 'Lucamar Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Magic Always Returns.,"Mary Poppins returns to the Banks family and helps them evade grave dangers by taking them on magical, musical adventures.",tt5028340,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
49051,2012-12-12,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,The Hobbit Collection,121938,250000000,1021103568,169,89.906,7.357,18390,False,"{'id': 121938, 'name': 'The Hobbit Collection', 'poster_path': '/gwHNIXA6YeYsI9XgX4g1UmLDCxo.jpg', 'backdrop_path': '/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg'}","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,From the smallest beginnings come the greatest legends.,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",tt0903624,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
57158,2013-12-11,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,The Hobbit Collection,121938,250000000,958400000,161,69.343,7.574,13142,False,"{'id': 121938, 'name': 'The Hobbit Collection', 'poster_path': '/gwHNIXA6YeYsI9XgX4g1UmLDCxo.jpg', 'backdrop_path': '/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg'}","[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]","[{'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Beyond darkness... beyond desolation... lies the greatest danger of all.,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",tt1170358,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
122917,2014-12-10,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,The Hobbit Collection,121938,250000000,956019788,144,112.762,7.3,14257,False,"{'id': 121938, 'name': 'The Hobbit Collection', 'poster_path': '/gwHNIXA6YeYsI9XgX4g1UmLDCxo.jpg', 'backdrop_path': '/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 12, 'logo_path': '/2ycs64eqV5rqKYHyQK0GVoKGvfX.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 5237, 'logo_path': '/mlnr7vsBHvLye8oEb5A76C0t8x9.png', 'name': 'The Saul Zaentz Company', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Witness the defining chapter of the Middle-Earth saga,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",tt2310332,"[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
91586,2013-09-12,Insidious: Chapter 2,Insidious: Chapter 2,Insidious Collection,228446,5000000,161921515,106,42.462,6.673,4223,False,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/k2bH4dD3IGX86bqWcM92nQfnubv.jpg', 'backdrop_path': '/5FrPZHgbbmTIq0oxpwSGqu5HyXC.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 8147, 'logo_path': '/q6HOAdSNgCbeOqwoMVRc6REgbXF.png', 'name': 'Entertainment One', 'origin_country': 'CA'}, {'id': 206395, 'logo_path': None, 'name': 'Oren Peli Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It will take what you love most.,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,tt2226417,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
49018,2011-03-31,Insidious,Insidious,Insidious Collection,228446,1500000,100106454,102,44.491,6.945,6764,False,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/k2bH4dD3IGX86bqWcM92nQfnubv.jpg', 'backdrop_path': '/5FrPZHgbbmTIq0oxpwSGqu5HyXC.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 2514, 'logo_path': '/zEyrFF8Nn325PXG0Q9j7my0JqIJ.png', 'name': 'Alliance Films', 'origin_country': 'CA'}, {'id': 7437, 'logo_path': '/e5CcgFrdlxMUwlsS72si8q1yHBr.png', 'name': 'IM Global', 'origin_country': 'US'}, {'id': 21742, 'logo_path': None, 'name': 'Haunted Movies', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It's not the House that's Haunted.,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",tt1591095,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
280092,2015-05-28,Insidious: Chapter 3,Insidious: Chapter 3,Insidious Collection,228446,10000000,120453155,97,25.161,6.277,3339,False,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/k2bH4dD3IGX86bqWcM92nQfnubv.jpg', 'backdrop_path': '/5FrPZHgbbmTIq0oxpwSGqu5HyXC.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 8147, 'logo_path': '/q6HOAdSNgCbeOqwoMVRc6REgbXF.png', 'name': 'Entertainment One', 'origin_country': 'CA'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,This is how you die.,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",tt3195644,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
406563,2018-01-03,Insidious: The Last Key,Insidious: The Last Key,Insidious Collection,228446,10000000,172811971,103,33.393,6.256,2886,False,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/k2bH4dD3IGX86bqWcM92nQfnubv.jpg', 'backdrop_path': '/5FrPZHgbbmTIq0oxpwSGqu5HyXC.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/3wwjVpkZtnog6lSKzWDjvw2Yi00.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 206395, 'logo_path': None, 'name': 'Oren Peli Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Fear comes home.,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",tt5726086,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
614479,2023-07-05,Insidious: The Red Door,Insidious: The Red Door,Insidious Collection,228446,16000000,189086877,107,58.496,6.603,1686,False,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/k2bH4dD3IGX86bqWcM92nQfnubv.jpg', 'backdrop_path': '/5FrPZHgbbmTIq0oxpwSGqu5HyXC.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 206395, 'logo_path': None, 'name': 'Oren Peli Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It ends where it all began.,"To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",tt13405778,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
1291595,2025-08-28,Insidious: The Bleeding World,Insidious: The Bleeding World,Insidious Collection,228446,0,0,0,3.322,0.0,0,False,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/k2bH4dD3IGX86bqWcM92nQfnubv.jpg', 'backdrop_path': '/5FrPZHgbbmTIq0oxpwSGqu5HyXC.jpg'}","[{'id': 27, 'name': 'Horror'}]","[{'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 206395, 'logo_path': None, 'name': 'Oren Peli Productions', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Planned,,"The sixth installment in the ""Insidious"" franchise.",tt32393988,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
1134306,,Thread: An Insidious Tale,Thread: An Insidious Tale,Insidious Collection,228446,0,0,0,2.81,0.0,0,False,"{'id': 228446, 'name': 'Insidious Collection', 'poster_path': '/k2bH4dD3IGX86bqWcM92nQfnubv.jpg', 'backdrop_path': '/5FrPZHgbbmTIq0oxpwSGqu5HyXC.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/rzKluDcRkIwHZK2pHsiT667A2Kw.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 76907, 'logo_path': '/ygMQtjsKX7BZkCQhQZY82lgnCUO.png', 'name': 'Atomic Monster', 'origin_country': 'US'}, {'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Planned,,"A husband and wife enlist the help of a spell to travel back in time in order to prevent the death of their young daughter. The consequences, of course, prove to be severe.",tt17043156,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
10925,1985-04-25,The Return of the Living Dead,The Return of the Living Dead,Return of the Living Dead Collection,101471,4000000,14200000,91,26.865,7.158,2048,False,"{'id': 101471, 'name': 'Return of the Living Dead Collection', 'poster_path': '/7ekXvck6C94gKbfH6WlKK2qqdVL.jpg', 'backdrop_path': '/jy3Jib8MOEWQIel5QkzVydH04a9.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 469, 'logo_path': None, 'name': 'Hemdale Film Corporation', 'origin_country': 'GB'}, {'id': 4763, 'logo_path': None, 'name': 'Fox Films Ltd.', 'origin_country': 'GB'}, {'id': 4764, 'logo_path': None, 'name': 'Cinema 84', 'origin_country': 'US'}, {'id': 41, 'logo_path': '/xAot4SSOIHiWQ2WEnVXYGR1lce9.png', 'name': 'Orion Pictures', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They're Back From The Grave and Ready To Party!,"When foreman Frank shows new employee Freddy a secret military experiment in a supply warehouse in Louisville, Kentucky, the two klutzes accidentally release a gas that reanimates corpses into flesh-eating zombies. As the epidemic spreads throughout the town, and the creatures satisfy their hunger in gory and outlandish ways, Frank and Freddy fight to survive with the help of their boss and a mysterious mortician.",tt0089907,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
24929,1988-01-15,Return of the Living Dead Part II,Return of the Living Dead Part II,Return of the Living Dead Collection,101471,6000000,9200000,89,18.017,6.33,608,False,"{'id': 101471, 'name': 'Return of the Living Dead Collection', 'poster_path': '/7ekXvck6C94gKbfH6WlKK2qqdVL.jpg', 'backdrop_path': '/jy3Jib8MOEWQIel5QkzVydH04a9.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 68860, 'logo_path': None, 'name': 'Greenfox', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Just when you thought it was safe to be dead.,"A group of kids discover one of the drums containing a rotting corpse and release the 2-4-5 Trioxin gas into the air, causing the dead to once again rise from the grave and seek out brains.",tt0095990,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
28260,1993-10-01,Return of the Living Dead III,Return of the Living Dead III,Return of the Living Dead Collection,101471,2000000,54207,97,19.6,6.559,830,False,"{'id': 101471, 'name': 'Return of the Living Dead Collection', 'poster_path': '/7ekXvck6C94gKbfH6WlKK2qqdVL.jpg', 'backdrop_path': '/jy3Jib8MOEWQIel5QkzVydH04a9.jpg'}","[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 4777, 'logo_path': None, 'name': 'Ozla Productions', 'origin_country': ''}, {'id': 528, 'logo_path': '/fO3Aof3lXQclYpBByYC8aneTXwA.png', 'name': 'Bandai Visual', 'origin_country': 'JP'}]","[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,She's to die for.,"Having recently witnessed the horrific results of a top secret project to bring the dead back to life, a distraught teenager performs the operation on his girlfriend after she's killed in a motorcycle accident.",tt0107953,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",en
24935,2005-10-15,Return of the Living Dead: Necropolis,Return of the Living Dead: Necropolis,Return of the Living Dead Collection,101471,6000000,0,88,14.629,5.208,238,False,"{'id': 101471, 'name': 'Return of the Living Dead Collection', 'poster_path': '/7ekXvck6C94gKbfH6WlKK2qqdVL.jpg', 'backdrop_path': '/jy3Jib8MOEWQIel5QkzVydH04a9.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]","[{'id': 1370, 'logo_path': '/uch218gB4XWNz3JNhlc65A5Q207.png', 'name': 'Castel Film', 'origin_country': 'RO'}, {'id': 52135, 'logo_path': None, 'name': 'Denholm Trading Inc.', 'origin_country': ''}, {'id': 52136, 'logo_path': None, 'name': 'Aurora Entertainment', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You cannot kill what is already dead.,"In an attempt to rescue their friend from an evil corporation, a group of teenagers end up releasing a horde of bloodthirsty zombies.",tt0411805,"[{'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
24939,2005-10-15,Return of the Living Dead: Rave to the Grave,Return of the Living Dead: Rave to the Grave,Return of the Living Dead Collection,101471,0,0,95,10.636,5.227,207,False,"{'id': 101471, 'name': 'Return of the Living Dead Collection', 'poster_path': '/7ekXvck6C94gKbfH6WlKK2qqdVL.jpg', 'backdrop_path': '/jy3Jib8MOEWQIel5QkzVydH04a9.jpg'}","[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]","[{'id': 1370, 'logo_path': '/uch218gB4XWNz3JNhlc65A5Q207.png', 'name': 'Castel Film', 'origin_country': 'RO'}, {'id': 52135, 'logo_path': None, 'name': 'Denholm Trading Inc.', 'origin_country': ''}, {'id': 52136, 'logo_path': None, 'name': 'Aurora Entertainment', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Dance til' you drop...dead.,"A student creates and sells a drug called 'Z' which has the unexpected side effect of resurrecting the dead as flesh-eating zombies, who proceed to wreak havoc at a Halloween rave.",tt0411806,"[{'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",en
3050,1998-06-26,Doctor Dolittle,Doctor Dolittle,Dr. Dolittle Collection,3169,71000000,294500000,85,16.293,5.7,3047,False,"{'id': 3169, 'name': 'Dr. Dolittle Collection', 'poster_path': '/yGF6vv7ekbkf9C3FRjrGIrkyyhc.jpg', 'backdrop_path': '/dtz0ju3dikZaiSJ9HmVoMs9imT8.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 1302, 'logo_path': '/zC3b70ixHh89qJIikLQPEvLqbPM.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 1301, 'logo_path': None, 'name': 'Joseph M. Singer Entertainment', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He doesn't just talk to the animals!,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",tt0118998,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
10808,2001-06-22,Dr. Dolittle 2,Dr. Dolittle 2,Dr. Dolittle Collection,3169,70000000,176100000,87,17.038,5.312,1658,False,"{'id': 3169, 'name': 'Dr. Dolittle Collection', 'poster_path': '/yGF6vv7ekbkf9C3FRjrGIrkyyhc.jpg', 'backdrop_path': '/dtz0ju3dikZaiSJ9HmVoMs9imT8.jpg'}","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 1301, 'logo_path': None, 'name': 'Joseph M. Singer Entertainment', 'origin_country': ''}, {'id': 1302, 'logo_path': '/zC3b70ixHh89qJIikLQPEvLqbPM.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The doctor is in again.,"A group of beavers ask Dr. Dolittle to save their habitat from loggers. The only hope is to get the forest preserved because it's the home of a protected bear, but there's a problem: the bear's the only bear in the forest, so she can't reproduce. Undaunted, Dolittle persuades a circus bear to help out, but he has to teach him not just the ways of the wild, but the wiles of lady bears too.",tt0240462,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",en
